,title,top_cast
1965,Down by Law,Carrie Lindsoe
1965,Down by Law,Ralph Joseph
1965,Down by Law,Richard Boes
1965,Down by Law,Dave Petitjean
1965,Down by Law,Adam Cohen
1965,Down by Law,Alan Kleinberg
1965,Down by Law,Archie Sampier
1966,Failure to Launch,Matthew McConaughey
1966,Failure to Launch,Sarah Jessica Parker
1966,Failure to Launch,Kathy Bates
1966,Failure to Launch,Terry Bradshaw
1966,Failure to Launch,Zooey Deschanel
1966,Failure to Launch,Justin Bartha
1966,Failure to Launch,Bradley Cooper
1966,Failure to Launch,Tyrel Jackson Williams
1966,Failure to Launch,Katheryn Winnick
1966,Failure to Launch,Rob Corddry
1966,Failure to Launch,Patton Oswalt
1966,Failure to Launch,Stephen Tobolowsky
1966,Failure to Launch,Kate McGregor-Stewart
1966,Failure to Launch,Adam Alexi-Malle
1966,Failure to Launch,Gretchen Cleevely
1966,Failure to Launch,Peter Jacobson
1966,Failure to Launch,Jessica Stone
1966,Failure to Launch,Stewart Skelton
1967,Silence,Andrew Garfield
1967,Silence,Adam Driver
1967,Silence,Liam Neeson
1967,Silence,Tadanobu Asano
1967,Silence,Ciarán Hinds
1967,Silence,Issei Ogata
1967,Silence,Shin'ya Tsukamoto
1967,Silence,Yoshi Oida
1967,Silence,Yôsuke Kubozuka
1967,Silence,Kaoru Endô
1967,Silence,Diego Calderón
1967,Silence,Rafael Kading
1967,Silence,Matthew Blake
1967,Silence,Benoit Masse
1967,Silence,Tetsuya Igawa
1967,Silence,Liang Shi
1967,Silence,Panta
1967,Silence,Takuya Matsunaga
1968,Spider-Man,Tobey Maguire
1968,Spider-Man,Kirsten Dunst
1968,Spider-Man,Willem Dafoe
1968,Spider-Man,James Franco
1968,Spider-Man,Cliff Robertson
1968,Spider-Man,Rosemary Harris
1968,Spider-Man,J.K. Simmons
1968,Spider-Man,Joe Manganiello
1968,Spider-Man,Gerry Becker
1968,Spider-Man,Bill Nunn
1968,Spider-Man,Jack Betts
1968,Spider-Man,Stanley Anderson
1968,Spider-Man,Ron Perkins
1968,Spider-Man,Michael Papajohn
1968,Spider-Man,K.K. Dodds
1968,Spider-Man,Ted Raimi
1968,Spider-Man,Bruce Campbell
1968,Spider-Man,Elizabeth Banks
1969,Never Been Kissed,Drew Barrymore
1969,Never Been Kissed,David Arquette
1969,Never Been Kissed,Michael Vartan
1969,Never Been Kissed,Molly Shannon
1969,Never Been Kissed,John C. Reilly
1969,Never Been Kissed,Garry Marshall
1969,Never Been Kissed,Sean Whalen
1969,Never Been Kissed,Cress Williams
1969,Never Been Kissed,Octavia Spencer
1969,Never Been Kissed,Sarah DeVincentis
1969,Never Been Kissed,Allen Covert
1969,Never Been Kissed,Armand Reiser
1969,Never Been Kissed,David Doty
1969,Never Been Kissed,Derek Morgan
1969,Never Been Kissed,Kathleen Marshall
1969,Never Been Kissed,Jenny Bicks
1969,Never Been Kissed,Leelee Sobieski
1969,Never Been Kissed,Jeremy Jordan
1970,The Doors,Val Kilmer
1970,The Doors,Meg Ryan
1970,The Doors,Kyle MacLachlan
1970,The Doors,Frank Whaley
1970,The Doors,Kevin Dillon
1970,The Doors,Michael Wincott
1970,The Doors,Michael Madsen
1970,The Doors,Josh Evans
1970,The Doors,Dennis Burkley
1970,The Doors,Billy Idol
1970,The Doors,Kathleen Quinlan
1970,The Doors,John Densmore
1970,The Doors,Gretchen Becker
1970,The Doors,Jerry Sturm
1970,The Doors,Sean Stone
1970,The Doors,Kendall Deichen
1970,The Doors,Floyd 'Red Crow' Westerman
1970,The Doors,Rion Hunter
1971,Walk of Shame,Elizabeth Banks
1971,Walk of Shame,James Marsden
1971,Walk of Shame,Gillian Jacobs
1971,Walk of Shame,Sarah Wright
1971,Walk of Shame,Ethan Suplee
1971,Walk of Shame,Bill Burr
1971,Walk of Shame,Ken Davitian
1971,Walk of Shame,Lawrence Gilliard Jr.
1971,Walk of Shame,Alphonso McAuley
1971,Walk of Shame,Da'Vone McDonald
1971,Walk of Shame,Eric Etebari
1971,Walk of Shame,Oliver Hudson
1971,Walk of Shame,Jacob Timothy Manown
1971,Walk of Shame,Carol Mansell
1971,Walk of Shame,Bryan Callen
1971,Walk of Shame,Tig Notaro
1971,Walk of Shame,Willie Garson
1971,Walk of Shame,Erin Segal
1972,Transcendence,Johnny Depp
1972,Transcendence,Rebecca Hall
1972,Transcendence,Morgan Freeman
1972,Transcendence,Cillian Murphy
1972,Transcendence,Paul Bettany
1972,Transcendence,Kate Mara
1972,Transcendence,Cole Hauser
1972,Transcendence,Clifton Collins Jr.
1972,Transcendence,Cory Hardrict
1972,Transcendence,Falk Hentschel
1972,Transcendence,Josh Stewart
1972,Transcendence,Luce Rains
1972,Transcendence,Fernando Chien
1972,Transcendence,Steven Liu
1972,Transcendence,Xander Berkeley
1972,Transcendence,Lukas Haas
1972,Transcendence,Wallace Langham
1972,Transcendence,James Burnett
1973,War Horse,Jeremy Irvine
1973,War Horse,Emily Watson
1973,War Horse,David Thewlis
1973,War Horse,Benedict Cumberbatch
1973,War Horse,Peter Mullan
1973,War Horse,Niels Arestrup
1973,War Horse,Tom Hiddleston
1973,War Horse,Celine Buckens
1973,War Horse,Toby Kebbell
1973,War Horse,Patrick Kennedy
1973,War Horse,Leonard Carow
1973,War Horse,David Kross
1973,War Horse,Matt Milne
1973,War Horse,Robert Emms
1973,War Horse,Eddie Marsan
1973,War Horse,Nicolas Bro
1973,War Horse,Rainer Bock
1973,War Horse,Hinnerk Schönemann
1974,The Soloist,Jamie Foxx
1974,The Soloist,Robert Downey Jr.
1974,The Soloist,Catherine Keener
1974,The Soloist,Tom Hollander
1974,The Soloist,LisaGay Hamilton
1974,The Soloist,Nelsan Ellis
1974,The Soloist,Rachael Harris
1974,The Soloist,Stephen Root
1974,The Soloist,Lorraine Toussaint
1974,The Soloist,Justin Martin
1974,The Soloist,Kokayi Ampah
1974,The Soloist,Patrick Tatten
1974,The Soloist,Susane Lee
1974,The Soloist,Marcos De Silvas
1974,The Soloist,Ilia Volok
1974,The Soloist,Michael Bunin
1974,The Soloist,Mike Nowak
1974,The Soloist,Jena Malone
1975,The Ninth Gate,Johnny Depp
1975,The Ninth Gate,Frank Langella
1975,The Ninth Gate,Lena Olin
1975,The Ninth Gate,Emmanuelle Seigner
1975,The Ninth Gate,Barbara Jefford
1975,The Ninth Gate,Jack Taylor
1975,The Ninth Gate,José López Rodero
1975,The Ninth Gate,Tony Amoni
1975,The Ninth Gate,James Russo
1975,The Ninth Gate,Willy Holt
1975,The Ninth Gate,Allen Garfield
1975,The Ninth Gate,Jacques Dacqmine
1975,The Ninth Gate,Joe Sheridan
1975,The Ninth Gate,Rebecca Pauly
1975,The Ninth Gate,Catherine Benguigui
1975,The Ninth Gate,Maria Ducceschi
1975,The Ninth Gate,Jacques Collard
1975,The Ninth Gate,Dominique Pozzetto
1976,The Gold Rush,Charles Chaplin
1976,The Gold Rush,Mack Swain
1976,The Gold Rush,Tom Murray
1976,The Gold Rush,Henry Bergman
1976,The Gold Rush,Malcolm Waite
1976,The Gold Rush,Georgia Hale
1976,The Gold Rush,Jack Adams
1976,The Gold Rush,Frank Aderias
1976,The Gold Rush,Leona Aderias
1976,The Gold Rush,Lillian Adrian
1976,The Gold Rush,Sam Allen
1976,The Gold Rush,Claude Anderson
1976,The Gold Rush,Harry Arras
1976,The Gold Rush,Albert Austin
1976,The Gold Rush,Marta Belfort
1976,The Gold Rush,William Bell
1976,The Gold Rush,Francis Bernhardt
1976,The Gold Rush,F.J. Beuaregard
1977,Okja,Tilda Swinton
1977,Okja,Paul Dano
1977,Okja,Seo-hyun Ahn
1977,Okja,Jake Gyllenhaal
1977,Okja,Sheena Kamal
1977,Okja,Michael Mitton
1977,Okja,Colm Hill
1977,Okja,Kathryn Kirkpatrick
1977,Okja,Jose Carias
1977,Okja,Giancarlo Esposito
1977,Okja,Nancy Amelia Bell
1977,Okja,Lee Jeong-eun
1977,Okja,Byun Hee-Bong
1977,Okja,Jaein Kim
1977,Okja,Je-mun Yun
1977,Okja,Shirley Henderson
1977,Okja,Hee-Seo Choi
1977,Okja,Jiwoong Jang
1978,Live and Let Die,Roger Moore
1978,Live and Let Die,Yaphet Kotto
1978,Live and Let Die,Jane Seymour
1978,Live and Let Die,Clifton James
1978,Live and Let Die,Julius Harris
1978,Live and Let Die,Geoffrey Holder
1978,Live and Let Die,David Hedison
1978,Live and Let Die,Gloria Hendry
1978,Live and Let Die,Bernard Lee
1978,Live and Let Die,Lois Maxwell
1978,Live and Let Die,Tommy Lane
1978,Live and Let Die,Earl Jolly Brown
1978,Live and Let Die,Roy Stewart
1978,Live and Let Die,Lon Satton
1978,Live and Let Die,Arnold Williams
1978,Live and Let Die,Ruth Kempf
1978,Live and Let Die,Joie Chitwood
1978,Live and Let Die,Madeline Smith
1979,Sunshine,Cillian Murphy
1979,Sunshine,Rose Byrne
1979,Sunshine,Chris Evans
1979,Sunshine,Cliff Curtis
1979,Sunshine,Chipo Chung
1979,Sunshine,Michelle Yeoh
1979,Sunshine,Hiroyuki Sanada
1979,Sunshine,Benedict Wong
1979,Sunshine,Troy Garity
1979,Sunshine,Mark Strong
1979,Sunshine,Paloma Baeza
1979,Sunshine,Archie Macdonald
1979,Sunshine,Sylvie Macdonald
1979,Sunshine,"Kevin Hudson"""
1980,Star Trek II: The Wrath of Khan,William Shatner
1980,Star Trek II: The Wrath of Khan,Leonard Nimoy
1980,Star Trek II: The Wrath of Khan,DeForest Kelley
1980,Star Trek II: The Wrath of Khan,James Doohan
1980,Star Trek II: The Wrath of Khan,Walter Koenig
1980,Star Trek II: The Wrath of Khan,George Takei
1980,Star Trek II: The Wrath of Khan,Nichelle Nichols
1980,Star Trek II: The Wrath of Khan,Bibi Besch
1980,Star Trek II: The Wrath of Khan,Merritt Butrick
1980,Star Trek II: The Wrath of Khan,Paul Winfield
1980,Star Trek II: The Wrath of Khan,Kirstie Alley
1980,Star Trek II: The Wrath of Khan,Ricardo Montalban
1980,Star Trek II: The Wrath of Khan,Ike Eisenmann
1980,Star Trek II: The Wrath of Khan,John Vargas
1980,Star Trek II: The Wrath of Khan,John Winston
1980,Star Trek II: The Wrath of Khan,Paul Kent
1980,Star Trek II: The Wrath of Khan,Nicholas Guest
1980,Star Trek II: The Wrath of Khan,Russell Takaki
1981,The Simpsons Movie,Dan Castellaneta
1981,The Simpsons Movie,Julie Kavner
1981,The Simpsons Movie,Nancy Cartwright
1981,The Simpsons Movie,Yeardley Smith
1981,The Simpsons Movie,Hank Azaria
1981,The Simpsons Movie,Harry Shearer
1981,The Simpsons Movie,Pamela Hayden
1981,The Simpsons Movie,Tress MacNeille
1981,The Simpsons Movie,Albert Brooks
1981,The Simpsons Movie,Karl Wiedergott
1981,The Simpsons Movie,Marcia Wallace
1981,The Simpsons Movie,Russi Taylor
1981,The Simpsons Movie,Maggie Roswell
1981,The Simpsons Movie,Phil Rosenthal
1981,The Simpsons Movie,Billie Joe Armstrong
1981,The Simpsons Movie,Tré Cool
1981,The Simpsons Movie,Mike Dirnt
1981,The Simpsons Movie,Joe Mantegna
1982,Hell or High Water,Chris Pine
1982,Hell or High Water,Ben Foster
1982,Hell or High Water,Jeff Bridges
1982,Hell or High Water,Gil Birmingham
1982,Hell or High Water,Dale Dickey
1982,Hell or High Water,William Sterchi
1982,Hell or High Water,Buck Taylor
1982,Hell or High Water,Kristin K. Berg
1982,Hell or High Water,Keith Meriweather
1982,Hell or High Water,Jackamoe Buzzell
1982,Hell or High Water,Katy Mixon
1982,Hell or High Water,Amber Midthunder
1982,Hell or High Water,Joe Berryman
1982,Hell or High Water,Taylor Sheridan
1982,Hell or High Water,Howard Ferguson Jr.
1982,Hell or High Water,Debrianna Mansini
1982,Hell or High Water,Paul Howard Smith
1982,Hell or High Water,Nathaniel Augustson
1983,The Lego Movie 2: The Second Part,Chris Pratt
1983,The Lego Movie 2: The Second Part,Elizabeth Banks
1983,The Lego Movie 2: The Second Part,Will Arnett
1983,The Lego Movie 2: The Second Part,Tiffany Haddish
1983,The Lego Movie 2: The Second Part,Stephanie Beatriz
1983,The Lego Movie 2: The Second Part,Alison Brie
1983,The Lego Movie 2: The Second Part,Nick Offerman
1983,The Lego Movie 2: The Second Part,Charlie Day
1983,The Lego Movie 2: The Second Part,Maya Rudolph
1983,The Lego Movie 2: The Second Part,Will Ferrell
1983,The Lego Movie 2: The Second Part,Jadon Sand
1983,The Lego Movie 2: The Second Part,Brooklynn Prince
1983,The Lego Movie 2: The Second Part,Channing Tatum
1983,The Lego Movie 2: The Second Part,Jonah Hill
1983,The Lego Movie 2: The Second Part,Richard Ayoade
1983,The Lego Movie 2: The Second Part,Ben Schwartz
1983,The Lego Movie 2: The Second Part,Noel Fielding
1983,The Lego Movie 2: The Second Part,Jason Momoa
1984,Confessions of a Shopaholic,Isla Fisher
1984,Confessions of a Shopaholic,Hugh Dancy
1984,Confessions of a Shopaholic,Krysten Ritter
1984,Confessions of a Shopaholic,Joan Cusack
1984,Confessions of a Shopaholic,John Goodman
1984,Confessions of a Shopaholic,John Lithgow
1984,Confessions of a Shopaholic,Kristin Scott Thomas
1984,Confessions of a Shopaholic,Fred Armisen
1984,Confessions of a Shopaholic,Leslie Bibb
1984,Confessions of a Shopaholic,Lynn Redgrave
1984,Confessions of a Shopaholic,Robert Stanton
1984,Confessions of a Shopaholic,Julie Hagerty
1984,Confessions of a Shopaholic,Nick Cornish
1984,Confessions of a Shopaholic,Wendie Malick
1984,Confessions of a Shopaholic,Clea Lewis
1984,Confessions of a Shopaholic,Stephen Guarino
1984,Confessions of a Shopaholic,Tuomas Hiltunen
1984,Confessions of a Shopaholic,Yoshiro Kono
1985,The World Is Not Enough,Pierce Brosnan
1985,The World Is Not Enough,Sophie Marceau
1985,The World Is Not Enough,Robert Carlyle
1985,The World Is Not Enough,Denise Richards
1985,The World Is Not Enough,Robbie Coltrane
1985,The World Is Not Enough,Judi Dench
1985,The World Is Not Enough,Desmond Llewelyn
1985,The World Is Not Enough,John Cleese
1985,The World Is Not Enough,Maria Grazia Cucinotta
1985,The World Is Not Enough,Samantha Bond
1985,The World Is Not Enough,Michael Kitchen
1985,The World Is Not Enough,Colin Salmon
1985,The World Is Not Enough,Goldie
1985,The World Is Not Enough,David Calder
1985,The World Is Not Enough,Serena Scott Thomas
1985,The World Is Not Enough,Ulrich Thomsen
1985,The World Is Not Enough,John Seru
1985,The World Is Not Enough,Claude-Oliver Rudolph
1986,National Lampoon's European Vacation,Chevy Chase
1986,National Lampoon's European Vacation,Beverly D'Angelo
1986,National Lampoon's European Vacation,Dana Hill
1986,National Lampoon's European Vacation,Jason Lively
1986,National Lampoon's European Vacation,John Astin
1986,National Lampoon's European Vacation,Sheila Kennedy
1986,National Lampoon's European Vacation,Paul Bartel
1986,National Lampoon's European Vacation,Cynthia Szigeti
1986,National Lampoon's European Vacation,Malcolm Danare
1986,National Lampoon's European Vacation,Kevi Kendall
1986,National Lampoon's European Vacation,Tricia Lange
1986,National Lampoon's European Vacation,William Zabka
1986,National Lampoon's European Vacation,Wendy Goldman
1986,National Lampoon's European Vacation,Angus MacKay
1986,National Lampoon's European Vacation,Julie Wooldridge
1986,National Lampoon's European Vacation,Peter Hugo
1986,National Lampoon's European Vacation,Jeannette Charles
1986,National Lampoon's European Vacation,Derek Deadman
1987,The Lego Batman Movie,Will Arnett
1987,The Lego Batman Movie,Michael Cera
1987,The Lego Batman Movie,Rosario Dawson
1987,The Lego Batman Movie,Ralph Fiennes
1987,The Lego Batman Movie,Siri
1987,The Lego Batman Movie,Zach Galifianakis
1987,The Lego Batman Movie,Jenny Slate
1987,The Lego Batman Movie,Jason Mantzoukas
1987,The Lego Batman Movie,Conan O'Brien
1987,The Lego Batman Movie,Doug Benson
1987,The Lego Batman Movie,Billy Dee Williams
1987,The Lego Batman Movie,Zoë Kravitz
1987,The Lego Batman Movie,Kate Micucci
1987,The Lego Batman Movie,Riki Lindhome
1987,The Lego Batman Movie,Eddie Izzard
1987,The Lego Batman Movie,Seth Green
1987,The Lego Batman Movie,Jemaine Clement
1987,The Lego Batman Movie,Ellie Kemper
1988,Deadpool,Ryan Reynolds
1988,Deadpool,Morena Baccarin
1988,Deadpool,T.J. Miller
1988,Deadpool,Ed Skrein
1988,Deadpool,Karan Soni
1988,Deadpool,Michael Benyaer
1988,Deadpool,Stefan Kapicic
1988,Deadpool,Brianna Hildebrand
1988,Deadpool,Style Dayne
1988,Deadpool,Kyle Cassie
1988,Deadpool,Taylor Hickson
1988,Deadpool,Ayzee
1988,Deadpool,Naika Toussaint
1988,Deadpool,Randal Reeder
1988,Deadpool,Isaac C. Singleton Jr.
1988,Deadpool,Justyn Shippelt
1988,Deadpool,Donna Yamamoto
1988,Deadpool,Jed Rees
1989,Mr. & Mrs. Smith,Brad Pitt
1989,Mr. & Mrs. Smith,Angelina Jolie
1989,Mr. & Mrs. Smith,Adam Brody
1989,Mr. & Mrs. Smith,Vince Vaughn
1989,Mr. & Mrs. Smith,Kerry Washington
1989,Mr. & Mrs. Smith,Keith David
1989,Mr. & Mrs. Smith,Chris Weitz
1989,Mr. & Mrs. Smith,Rachael Huntley
1989,Mr. & Mrs. Smith,Michelle Monaghan
1989,Mr. & Mrs. Smith,Stephanie March
1989,Mr. & Mrs. Smith,Jennifer Morrison
1989,Mr. & Mrs. Smith,Theresa Barrera
1989,Mr. & Mrs. Smith,Perrey Reeves
1989,Mr. & Mrs. Smith,Melanie Tolbert
1989,Mr. & Mrs. Smith,Jerry T. Adams
1989,Mr. & Mrs. Smith,Elijah Alexander
1989,Mr. & Mrs. Smith,Hans F. Alexander
1989,Mr. & Mrs. Smith,Lauryn Alvarez
1990,Wonder Woman,Gal Gadot
1990,Wonder Woman,Chris Pine
1990,Wonder Woman,Robin Wright
1990,Wonder Woman,Lucy Davis
1990,Wonder Woman,Connie Nielsen
1990,Wonder Woman,Danny Huston
1990,Wonder Woman,David Thewlis
1990,Wonder Woman,Saïd Taghmaoui
1990,Wonder Woman,Ewen Bremner
1990,Wonder Woman,Eugene Brave Rock
1990,Wonder Woman,Elena Anaya
1990,Wonder Woman,Lilly Aspell
1990,Wonder Woman,Lisa Loven Kongsli
1990,Wonder Woman,Ann Wolfe
1990,Wonder Woman,Ann Ogbomo
1990,Wonder Woman,Emily Carey
1990,Wonder Woman,James Cosmo
1990,Wonder Woman,Wolf Kahler
1991,Wall Street: Money Never Sleeps,Shia LaBeouf
1991,Wall Street: Money Never Sleeps,Michael Douglas
1991,Wall Street: Money Never Sleeps,Carey Mulligan
1991,Wall Street: Money Never Sleeps,Josh Brolin
1991,Wall Street: Money Never Sleeps,Richard Stratton
1991,Wall Street: Money Never Sleeps,Harry Kerrigan
1991,Wall Street: Money Never Sleeps,Sunil Hirani
1991,Wall Street: Money Never Sleeps,Maria Bartiromo
1991,Wall Street: Money Never Sleeps,Austin Pendleton
1991,Wall Street: Money Never Sleeps,Thomas Belesis
1991,Wall Street: Money Never Sleeps,Frank Langella
1991,Wall Street: Money Never Sleeps,Eric Purcell
1991,Wall Street: Money Never Sleeps,Christian Baha
1991,Wall Street: Money Never Sleeps,John Buffalo Mailer
1991,Wall Street: Money Never Sleeps,Melissa Lee
1991,Wall Street: Money Never Sleeps,Annika Pergament
1991,Wall Street: Money Never Sleeps,Julianne Michelle
1991,Wall Street: Money Never Sleeps,Vanessa Ferlito
1992,National Lampoon's Vacation,Chevy Chase
1992,National Lampoon's Vacation,Beverly D'Angelo
1992,National Lampoon's Vacation,Imogene Coca
1992,National Lampoon's Vacation,Randy Quaid
1992,National Lampoon's Vacation,Anthony Michael Hall
1992,National Lampoon's Vacation,Dana Barron
1992,National Lampoon's Vacation,Eddie Bracken
1992,National Lampoon's Vacation,Brian Doyle-Murray
1992,National Lampoon's Vacation,Miriam Flynn
1992,National Lampoon's Vacation,James Keach
1992,National Lampoon's Vacation,Eugene Levy
1992,National Lampoon's Vacation,Frank McRae
1992,National Lampoon's Vacation,John Candy
1992,National Lampoon's Vacation,Christie Brinkley
1992,National Lampoon's Vacation,Jane Krakowski
1992,National Lampoon's Vacation,John P. Navin Jr.
1992,National Lampoon's Vacation,Nathan Cook
1992,National Lampoon's Vacation,Christopher Jackson
1993,RoboCop.1,Joel Kinnaman
1993,RoboCop.1,Gary Oldman
1993,RoboCop.1,Michael Keaton
1993,RoboCop.1,Abbie Cornish
1993,RoboCop.1,Jackie Earle Haley
1993,RoboCop.1,Michael Kenneth Williams
1993,RoboCop.1,Jennifer Ehle
1993,RoboCop.1,Jay Baruchel
1993,RoboCop.1,Marianne Jean-Baptiste
1993,RoboCop.1,Samuel L. Jackson
1993,RoboCop.1,Aimee Garcia
1993,RoboCop.1,Douglas Urbanski
1993,RoboCop.1,John Paul Ruttan
1993,RoboCop.1,Patrick Garrow
1993,RoboCop.1,K.C. Collins
1993,RoboCop.1,Daniel Kash
1993,RoboCop.1,Zach Grenier
1993,RoboCop.1,Maura Grierson
1994,Aliens,Sigourney Weaver
1994,Aliens,Michael Biehn
1994,Aliens,Carrie Henn
1994,Aliens,Paul Reiser
1994,Aliens,Lance Henriksen
1994,Aliens,Bill Paxton
